Logging console output to: logs\lunar_lander4_ddqn_20260402_131022.log
| Episode    1 | Duration:   82 steps | Reward:    -559.75 | Crashed      | Total Steps:     82 |
| Episode    2 | Duration:  104 steps | Reward:    -251.91 | Crashed      | Total Steps:    186 |
| Episode    3 | Duration:   62 steps | Reward:    -116.09 | Crashed      | Total Steps:    248 |
| Episode    4 | Duration:   71 steps | Reward:    -111.26 | Crashed      | Total Steps:    319 |
| Episode    5 | Duration:   87 steps | Reward:    -371.83 | Crashed      | Total Steps:    406 |
| Episode    6 | Duration:   62 steps | Reward:    -268.04 | Crashed      | Total Steps:    468 |
| Episode    7 | Duration:   82 steps | Reward:    -289.96 | Crashed      | Total Steps:    550 |
| Episode    8 | Duration:   89 steps | Reward:    -327.72 | Crashed      | Total Steps:    639 |
| Episode    9 | Duration:   86 steps | Reward:    -548.33 | Crashed      | Total Steps:    725 |
| Episode   10 | Duration:   80 steps | Reward:    -303.65 | Crashed      | Total Steps:    805 |
| Episode   11 | Duration:   69 steps | Reward:    -220.61 | Crashed      | Total Steps:    874 |
| Episode   12 | Duration:   95 steps | Reward:    -623.83 | Crashed      | Total Steps:    969 |
| Episode   13 | Duration:   55 steps | Reward:    -394.71 | Crashed      | Total Steps:   1024 |
| Episode   14 | Duration:   69 steps | Reward:    -126.76 | Crashed      | Total Steps:   1093 |
| Episode   15 | Duration:   84 steps | Reward:    -296.53 | Crashed      | Total Steps:   1177 |
| Episode   16 | Duration:   76 steps | Reward:    -234.73 | Crashed      | Total Steps:   1253 |
| Episode   17 | Duration:   53 steps | Reward:    -213.01 | Crashed      | Total Steps:   1306 |
| Episode   18 | Duration:   79 steps | Reward:    -399.74 | Crashed      | Total Steps:   1385 |
| Episode   19 | Duration:   57 steps | Reward:    -286.05 | Crashed      | Total Steps:   1442 |
| Episode   20 | Duration:   59 steps | Reward:    -485.80 | Crashed      | Total Steps:   1501 |
| Episode   21 | Duration:   99 steps | Reward:    -400.05 | Crashed      | Total Steps:   1600 |
| Episode   22 | Duration:   76 steps | Reward:    -514.16 | Crashed      | Total Steps:   1676 |
| Episode   23 | Duration:   76 steps | Reward:    -337.75 | Crashed      | Total Steps:   1752 |
| Episode   24 | Duration:   59 steps | Reward:    -215.18 | Crashed      | Total Steps:   1811 |
| Episode   25 | Duration:   83 steps | Reward:    -374.42 | Crashed      | Total Steps:   1894 |
| Episode   26 | Duration:   63 steps | Reward:    -227.22 | Crashed      | Total Steps:   1957 |
| Episode   27 | Duration:   65 steps | Reward:    -221.51 | Crashed      | Total Steps:   2022 |
| Episode   28 | Duration:   56 steps | Reward:    -458.02 | Crashed      | Total Steps:   2078 |
| Episode   29 | Duration:   75 steps | Reward:    -300.99 | Crashed      | Total Steps:   2153 |
| Episode   30 | Duration:   89 steps | Reward:    -115.81 | Crashed      | Total Steps:   2242 |
| Episode   31 | Duration:   71 steps | Reward:    -339.72 | Crashed      | Total Steps:   2313 |
| Episode   32 | Duration:   55 steps | Reward:    -514.81 | Crashed      | Total Steps:   2368 |
| Episode   33 | Duration:   80 steps | Reward:    -155.38 | Crashed      | Total Steps:   2448 |
| Episode   34 | Duration:   66 steps | Reward:    -345.14 | Crashed      | Total Steps:   2514 |
| Episode   35 | Duration:   72 steps | Reward:    -334.27 | Crashed      | Total Steps:   2586 |
| Episode   36 | Duration:   60 steps | Reward:    -145.60 | Crashed      | Total Steps:   2646 |
| Episode   37 | Duration:   56 steps | Reward:    -209.08 | Crashed      | Total Steps:   2702 |
| Episode   38 | Duration:   67 steps | Reward:    -247.05 | Crashed      | Total Steps:   2769 |
| Episode   39 | Duration:   68 steps | Reward:     -51.32 | Stabilizing  | Total Steps:   2837 |
| Episode   40 | Duration:   67 steps | Reward:    -344.21 | Crashed      | Total Steps:   2904 |
| Episode   41 | Duration:   58 steps | Reward:    -327.03 | Crashed      | Total Steps:   2962 |
| Episode   42 | Duration:   65 steps | Reward:    -356.13 | Crashed      | Total Steps:   3027 |
| Episode   43 | Duration:   64 steps | Reward:    -253.41 | Crashed      | Total Steps:   3091 |
| Episode   44 | Duration:   55 steps | Reward:    -201.22 | Crashed      | Total Steps:   3146 |
| Episode   45 | Duration:   68 steps | Reward:    -373.04 | Crashed      | Total Steps:   3214 |
| Episode   46 | Duration:   62 steps | Reward:    -604.23 | Crashed      | Total Steps:   3276 |
| Episode   47 | Duration:   79 steps | Reward:    -253.38 | Crashed      | Total Steps:   3355 |
| Episode   48 | Duration:   85 steps | Reward:    -336.12 | Crashed      | Total Steps:   3440 |
| Episode   49 | Duration:   72 steps | Reward:    -233.94 | Crashed      | Total Steps:   3512 |
| Episode   50 | Duration:   84 steps | Reward:    -284.86 | Crashed      | Total Steps:   3596 |
| Episode   51 | Duration:   85 steps | Reward:    -227.08 | Crashed      | Total Steps:   3681 |
| Episode   52 | Duration:   74 steps | Reward:    -317.62 | Crashed      | Total Steps:   3755 |
| Episode   53 | Duration:   81 steps | Reward:    -319.48 | Crashed      | Total Steps:   3836 |
| Episode   54 | Duration:   73 steps | Reward:    -325.48 | Crashed      | Total Steps:   3909 |
| Episode   55 | Duration:   55 steps | Reward:    -117.46 | Crashed      | Total Steps:   3964 |
| Episode   56 | Duration:   58 steps | Reward:    -525.81 | Crashed      | Total Steps:   4022 |
| Episode   57 | Duration:   86 steps | Reward:    -314.70 | Crashed      | Total Steps:   4108 |
| Episode   58 | Duration:   82 steps | Reward:    -372.73 | Crashed      | Total Steps:   4190 |
| Episode   59 | Duration:   59 steps | Reward:    -218.84 | Crashed      | Total Steps:   4249 |
| Episode   60 | Duration:   73 steps | Reward:    -361.12 | Crashed      | Total Steps:   4322 |
| Episode   61 | Duration:   90 steps | Reward:    -362.90 | Crashed      | Total Steps:   4412 |
| Episode   62 | Duration:   57 steps | Reward:    -458.08 | Crashed      | Total Steps:   4469 |
| Episode   63 | Duration:   61 steps | Reward:    -616.15 | Crashed      | Total Steps:   4530 |
| Episode   64 | Duration:   67 steps | Reward:    -277.04 | Crashed      | Total Steps:   4597 |
| Episode   65 | Duration:   57 steps | Reward:    -236.00 | Crashed      | Total Steps:   4654 |
| Episode   66 | Duration:   82 steps | Reward:    -154.02 | Crashed      | Total Steps:   4736 |
| Episode   67 | Duration:   93 steps | Reward:    -260.40 | Crashed      | Total Steps:   4829 |
| Episode   68 | Duration:   62 steps | Reward:    -230.91 | Crashed      | Total Steps:   4891 |
| Episode   69 | Duration:   66 steps | Reward:    -337.71 | Crashed      | Total Steps:   4957 |
| Episode   70 | Duration:   77 steps | Reward:    -304.07 | Crashed      | Total Steps:   5034 |
| Episode   71 | Duration:   57 steps | Reward:    -108.37 | Crashed      | Total Steps:   5091 |
| Episode   72 | Duration:   80 steps | Reward:    -352.23 | Crashed      | Total Steps:   5171 |
| Episode   73 | Duration:   86 steps | Reward:    -283.07 | Crashed      | Total Steps:   5257 |
| Episode   74 | Duration:   90 steps | Reward:    -309.03 | Crashed      | Total Steps:   5347 |
| Episode   75 | Duration:   59 steps | Reward:    -614.71 | Crashed      | Total Steps:   5406 |
| Episode   76 | Duration:   78 steps | Reward:    -294.53 | Crashed      | Total Steps:   5484 |
| Episode   77 | Duration:   74 steps | Reward:    -371.69 | Crashed      | Total Steps:   5558 |
| Episode   78 | Duration:   82 steps | Reward:    -294.30 | Crashed      | Total Steps:   5640 |
| Episode   79 | Duration:   56 steps | Reward:    -202.04 | Crashed      | Total Steps:   5696 |
| Episode   80 | Duration:   90 steps | Reward:    -253.77 | Crashed      | Total Steps:   5786 |
| Episode   81 | Duration:   74 steps | Reward:    -329.55 | Crashed      | Total Steps:   5860 |
| Episode   82 | Duration:   89 steps | Reward:    -152.05 | Crashed      | Total Steps:   5949 |
| Episode   83 | Duration:   63 steps | Reward:    -642.83 | Crashed      | Total Steps:   6012 |
| Episode   84 | Duration:   58 steps | Reward:    -314.22 | Crashed      | Total Steps:   6070 |
| Episode   85 | Duration:   58 steps | Reward:    -271.99 | Crashed      | Total Steps:   6128 |
| Episode   86 | Duration:   60 steps | Reward:    -327.08 | Crashed      | Total Steps:   6188 |
| Episode   87 | Duration:   74 steps | Reward:    -363.05 | Crashed      | Total Steps:   6262 |
| Episode   88 | Duration:   60 steps | Reward:    -564.66 | Crashed      | Total Steps:   6322 |
| Episode   89 | Duration:   54 steps | Reward:    -250.95 | Crashed      | Total Steps:   6376 |
| Episode   90 | Duration:   68 steps | Reward:    -375.42 | Crashed      | Total Steps:   6444 |
| Episode   91 | Duration:   66 steps | Reward:    -281.70 | Crashed      | Total Steps:   6510 |
| Episode   92 | Duration:   67 steps | Reward:       3.03 | Improving    | Total Steps:   6577 |
| Episode   93 | Duration:   58 steps | Reward:    -316.91 | Crashed      | Total Steps:   6635 |
| Episode   94 | Duration:   59 steps | Reward:    -256.62 | Crashed      | Total Steps:   6694 |
| Episode   95 | Duration:   65 steps | Reward:    -349.77 | Crashed      | Total Steps:   6759 |
| Episode   96 | Duration:   61 steps | Reward:    -635.37 | Crashed      | Total Steps:   6820 |
| Episode   97 | Duration:   57 steps | Reward:    -559.31 | Crashed      | Total Steps:   6877 |
| Episode   98 | Duration:   71 steps | Reward:    -336.14 | Crashed      | Total Steps:   6948 |
| Episode   99 | Duration:   56 steps | Reward:    -272.55 | Crashed      | Total Steps:   7004 |
| Episode  100 | Duration:   81 steps | Reward:    -305.45 | Crashed      | Total Steps:   7085 |
Saved episode CSV: logs\lunar_lander4_ddqn_episode_summary_20260402_131022.csv
Saved plots: lunar_lander3_rewards_trend_20260402_131254.png, lunar_lander3_rewards_histogram_20260402_131254.png
